Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CMEI SEBASTIAO DIAS DE AGUIAR,52105938,GO,Cromínia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RM 4, SN QD C LT 0. CENTRO. 75635-000 Cromínia - GO.",,Municipal,Não Informado,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA SATHYA SAI DE GOIAS,52105946,GO,Aparecida de Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA DOUTOR JOAQUIM CRAVEIRO DE SA, S/N Q. B 1 L. MANSAO 1. EXPANSUL. 74986-320 Aparecida de Goiânia - GO.",(62) 32800823,Privada,Filantrópica,Sim,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-16.81725158,-49.22899311
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEK - CENTRO EDUCACIONAL KAIROS,52105954,GO,Goianápolis,Urbana,A escola não está em área de localização diferenciada,Privada,"AV. CAMARA FILHO, 44 CENTRO. 75170-000 Goianápolis - GO.",(62) 985119212,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO PROSPERAR,52105962,GO,Anápolis,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR PINA JUNIOR, 145 JUNDIAI. 75113-120 Anápolis - GO.",(62) 37020004,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA CANADENSE DE GOIANIA EIRELI,52105970,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 1130, 228 Q. 228 L 01/28. SETOR MARISTA. 74180-090 Goiânia - GO.",(62) 30861444,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE ESPIRITA CASA VERDE,52105989,GO,Aparecida de Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA CAPYABA, Q. 48 L. 09/10. JARDIM HELVECIA. 74933-260 Aparecida de Goiânia - GO.",(62) 999913151,Privada,Filantrópica,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO GENOMA,52105997,GO,Minaçu,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 6 Q. 31 L. 12, MINACU NORTE. 76450-000 Minaçu - GO.",(62) 33792902,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Profissional,,-13.52731146,-48.22492373
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA MARLUCE CORREIA LOPES,52106004,GO,Valparaíso de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CAETES, JARDIM ORIENTE. 72870-251 Valparaíso de Goiás - GO.",(61) 993937601,Municipal,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,Educação Infantil,Atendimento Educacional Especializado,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MILITARIZADA MARIA DOS ANJOS SEVERINO SILVA,52106012,GO,Uruana,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AMARO ALVES TOLEDO, S/N CENTRO. 76335-000 Uruana - GO.",(62) 33442960,Municipal,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-15.49886061,-49.6863785
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,CENTRO INTEGRADO DE EDUCACAO E TRABALHO PROLABOR,52106020,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"PRACA DA BIBLIA, 2424 QD K LT 3 E 4. VILA SANTA ISABEL. 74620-010 Goiânia - GO.",(62) 39214627,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação de Jovens Adultos,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,IDEIA ENSINO FUNDAMENTAL EIRELLI - EPP,52106039,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"ALAMEDA PARANA, 320 CHACARAS 01 E 02. SETOR JAO. 74673-050 Goiânia - GO.",(62) 30937036,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO INTEGRADO EPG LTDA,52106047,GO,Trindade,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA EUGENIO JARDIM, 473 SALA 02. CENTRO. 75388-686 Trindade - GO.",(62) 35051531,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Médio",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE MUNICIPAL MURILO FERREIRA BORGES,52106055,GO,Americano do Brasil,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA MODESTO SIMOES, Q. 99 L. 05/06. AEROPORTO. 76165-000 Americano do Brasil - GO.",(64) 35041213,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.26129333,-49.98468167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA AMERICANA,52106063,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA C242, 112 QD.557 LT. 5E. JARDIM AMERICA. 74290-170 Goiânia - GO.",(62) 30961212,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EDUCANDARIO ESPIRITA MARIA DE NAZARE,52106101,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QUADRA 272, RUA 23, 15/16 PARQUE ESTRELA DALVA IV. 72821-225 Luziânia - GO.",(61) 36222181,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.26022089,-47.91318492
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL EDITH PEREIRA SOARES,52106110,GO,Aparecida de Goiânia,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA ITAMARATY ESQUINA COM RUA LIVERPOOL, Q. 49 LOTES DO 5 /10. PONTAL SUL - ACRESCIMO. 74956-260 Aparecida de Goiânia - GO.",(62) 35455852,Municipal,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO TECNOLOGICO DO ESTADO DE GOIAS - LUIZ HUMBERTO DE MENEZES,52106128,GO,Santa Helena de Goiás,Rural,A escola não está em área de localização diferenciada,Pública,"AVENIDA PROTESTATO JOAQUIM BUENO, 945 PREDIO AUDITORIO UEG. PERIMETRO URBANO. 75920-000 Santa Helena de Goiás - GO.",(64) 999488677,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,,,-17.8262717044147,-50.6080815475905
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA APARECIDA VIEIRA DE SOUZA,52106136,GO,Firminópolis,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA RUI BARBOSA, 828 CENTRO. 76105-000 Firminópolis - GO.",(64) 999832677,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOAQUINA VICENTE BRAZ,52106152,GO,Trindade,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 204 COM A 205, QD 05 AREA AD 1. SOL DOURADO. 75390-528 Trindade - GO.",,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.66790966,-49.49814223
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE MUNICIPAL MARIA APARECIDA MARTINS DE OLIVEIRA,52106160,GO,Campo Alegre de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 7, QUADRA 06 LOTE 01. BAIRRO CEU AZUL. 75795-000 Campo Alegre de Goiás - GO.",(64) 999844031,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-17.63852,-47.78727
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SAO FRANCISCO,52106179,GO,Planaltina,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO FRANCISCO, SN QD 40. CENTRO. 73755-478 Planaltina - GO.",(61) 30431279,Municipal,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PARAISO INFANTIL,52106187,GO,Planaltina,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO FRANCISCO, SN QD 40. CENTRO. 73755-478 Planaltina - GO.",(61) 994458006,Municipal,Não Informado,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,Educação Infantil,"Atendimento Educacional Especializado, Atividade Complementar",,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE ENSINO EM PERIODO INTEGRAL PROF LAZARA DE FATIMA E SILVA FLORES,52106195,GO,Goianira,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FL3 COM FL10, SN RESIDENCIAL FLORENCA. 75370-217 Goianira - GO.",(62) 999021308,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-16.5613505159585,-49.3888206474197
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA VYGOTSKY,52106209,GO,Senador Canedo,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA RUA 1 A, 452 QD B, LT 19. PARQUE ALVORADA 2A. 75255-784 Senador Canedo - GO.",(62) 35678412,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.6582947,-49.162549
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HAPPY SCHOOL,52106217,GO,Itumbiara,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA TIRADENTES, 87 Q. C L. 01. CENTRO. 75526-160 Itumbiara - GO.",(64) 34049291,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DO FUTURO DE GOIAS SARAH LUISA LEMOS KUBITSCHEK DE OLIVEIRA,52106225,GO,Santo Antônio do Descoberto,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENDIA DOM EMANUEL COM RUA 14, AREA ESPECIAL Q. B2B. CENTRO. 72900-436 Santo Antônio do Descoberto - GO.",(61) 999484460,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Profissional,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL BUENA VISTA III,52106233,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Pública,"R. PAULO RODRIGUES C PORTO BELO, APM 17. RESIDENCIAL BUENA VISTA III. 74394-435 Goiânia - GO.",(62) 35771108,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.72660313,-49.40149077
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL CIBELLE DE PAULA SILVEIRA,52106241,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CV15 COM RUA CV26, APM 07. RESIDENCIAL CENTER VILLE. 74369-002 Goiânia - GO.",(62) 35248901,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.74306235,-49.35056431
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DOM ANTONIO RIBEIRO DE OLIVEIRA,52106250,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 226, 794 QD.69 LT. 40/42/18. SETOR LESTE UNIVERSITARIO. 74610-130 Goiânia - GO.",(62) 35247326,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-16.67320338,-49.24086973
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JARDINS DO CERRADO 4 ANTONIO ALMEIDA,52106268,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DAS MARGARIDAS C/ RUA JOSE EPITACIO DE MEDEIROS E RUA LIRIOS DA PAZ, APM 6. RESIDENCIAL JARDINS DO CERRADO IV. 74491-512 Goiânia - GO.",(62) 32108574,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.6671853,-49.42840185
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MUNDO NOVO III,52106276,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DA AMIZADE COM RUA LIBERDADE, APM 05 LOTE AREA. RESIDENCIAL MUNDO NOVO 3. 74491-440 Goiânia - GO.",(62) 35771161,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSOR NION ALBERNAZ,52106284,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA C 234, 549 JARDIM AMERICA. 74280-330 Goiânia - GO.",(62) 35241025,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.70484439,-49.27969551
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BERCARIO ESCOLA OS PEQUENINOS - EIRELI,52106292,GO,Aparecida de Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 28, Q. 33 L. 12. CARDOSO CONTINUACAO. 74934-220 Aparecida de Goiânia - GO.",(62) 85238020,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CMEI BENEDITO CHAVEIRO DE SOUZA,52106306,GO,Goianira,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 110, APM 05. CENTRO. 75364-048 Goianira - GO.",(62) 35164204,Municipal,Não Informado,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE CANTINHO FELIZ,52106314,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Pública,"AV. 24 DE OUTUBRO, 440 Q. P89 L. 54. SETOR DOS FUNCIONARIOS. 74543-100 Goiânia - GO.",(62) 32014161,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO TECNOLOGICO DO ESTADO DE GOIAS PADRE ANTONIO VERMEY,52106322,GO,Palmeiras de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 20, SN QD 24 LT 1. JARDIM ATLANTICO. 76190-000 Palmeiras de Goiás - GO.",(64) 992870029,Estadual,Não Informado,Não,Em Tramitação,Até 50 matrículas de escolarização,,,-16.79740901,-49.92018434
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ATOS UNIDADE II,52106330,GO,Firminópolis,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MARIA APARECIDA DE JESUS, Q. 100 L. 25. SETOR MORADA NOVA. 76105-000 Firminópolis - GO.",(64) 992871968,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL JUVENIL RICARDO DE FREITAS,52106349,GO,Trindade,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 34, 332 SETOR PAI ETERNO. 75387-073 Trindade - GO.",(62) 35067011,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-16.64448227,-49.49218187
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO GOIANO DE ENSINO,52106357,GO,Catalão,Urbana,A escola não está em área de localização diferenciada,Privada,"PRACA DOM EMANUEL, 48 SETOR CENTRAL. 75701-501 Catalão - GO.",(64) 34426477,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-18.16990126,-47.95038487
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL CRIANCAS DE FUTURO,52106365,GO,Rubiataba,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FLAMBOYANT, Q. Q L. 28/30. SETOR RUBIATABINHA. 76350-000 Rubiataba - GO.",(62) 996819303,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DONA ANI - ARY LUIZA DE QUEIROZ,52106373,GO,Senador Canedo,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SANTA CLARA COM RUA FREI VITORINO VIAN, Q. APM 03. RESIDENCIAL SANTA EDWIRGES. 75250-754 Senador Canedo - GO.",(62) 995643378,Municipal,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JUCELINO BRAZ DE CASTRO,52106381,GO,Senador Canedo,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RP 13 C AV PARAISO, Q. 29 APM 03. RESIDENCIAL PARAISO. 75260-265 Senador Canedo - GO.",(62) 995678353,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PADRE JOSE,52106390,GO,Senador Canedo,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA TERESINHA C MOACIR FERREIRA, APM 01. RESIDENCIAL ARACY AMARAL. 75263-132 Senador Canedo - GO.",(62) 994922127,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-16.7382896527907,-49.0749757118369
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CMEI - AMELIA MARQUES DE FARIA CAETANO,52106403,GO,Caldazinha,Urbana,A escola não está em área de localização diferenciada,Pública,"AV BERNARDO SAYAO, QUADRA 28. CENTRO. 75245-000 Caldazinha - GO.",(62) 35611128,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,Atendimento Educacional Especializado,-16.7149737,-48.9996281
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ACAO,52106411,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA JC 27, 469 Q. C 6 L. 19. JARDIM CURITIBA. 74480-720 Goiânia - GO.",(62) 36421979,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO FLORESTA - UNIDADE FLAMBOYANT,52106420,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 1065, Q. 145 L. 04, 05/15. PEDRO LUDOVICO. 74815-540 Goiânia - GO.",(62) 36457265,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO KERYGMA GOTAS DE LUZ,52106438,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 02, 187 Q. L LOTE. 18. VILA PEDROSO. 74770-140 Goiânia - GO.",(62) 39910091,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.6610274,-49.18404976
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO SINAPSE,52106446,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 52, 629 Q. B 21 L. 21. JARDIM GOIAS. 74810-200 Goiânia - GO.",(62) 41090099,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL JOANA APARECIDA CAIXETA,52106454,GO,Vianópolis,Urbana,A escola não está em área de localização diferenciada,Pública,"R. 06 ESQ. RUA SAO JOSE, 75 SAO JOSE. 75265-000 Vianópolis - GO.",(62) 999081728,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.74202971,-48.5009333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA INSTITUTO PRESBITERIANO DE EDUCACAO - IPE CENTRO,52106462,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 68, 95 QUADRA 109 LOTE 11. SETOR CENTRAL. 74130-010 Goiânia - GO.",(62) 31105559,Privada,Confessional,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA META JUNIOR EIRELI,52106470,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"AV. VASCO DOS REIS, 401 Q. 53 L. 1-3. VILA BOA. 74360-460 Goiânia - GO.",(62) 32907575,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,,
