CNES,RAZAO_SOCIAL,NOME_FANTASIA,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CEP,TELEFONE,EMAIL,CODIGO_IBGE,POSSUI_VINCULO_SUS,TIPO_UNIDADE,TIPO_ESTABELECIMENTO,LATITUDE,LONGITUDE
2381567,PREFEITURA MUNICIPAL DE SANTA ISABEL,UNIDADE BASICA DE SAUDE MARIA MARTINS FERREIRA DA SILVA,AV JOSE MARIA DE FREITAS,81,-,CIRILANDIA,76320000,(62)3513130,secretariadasaudesantaisabel@gmail.com,521935,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.358149265555982,-49.37453269958496
2441276,PREFEITURA MUNICIPAL DE SANTA ISABEL,CENTRO DE SAUDE DE SANTA ISABEL ALMERITA ELIAS DE CARVALHO,RUA AUGUSTA CANDIDA,S/N,-,CENTRO,76320000,(62)3581210,secretariadasaudesantaisabel@gmail.com,521935,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.298,-49.427
6747523,PREFEITURA MUNICIPAL DE SANTA ISABEL,SECRETARIA MUNICIPAL DA SAUDE DE SANTA ISABEL,AV ANTONIO F DA SILVA,S/N,-,CENTRO,76320000,(62)3358-1127,-,521935,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-15.30016391594975,-49.42469000816345
8007004,PREFEITURA MUNICIPAL DE SANTA RITA DO NOVO DESTINO,POSTO DE SAUDE VERDELANDIA STA RITA N DESTINO,SAO FRANCISCO,S/N,QD 04 LOTE 03 04,POVOADO DE VERDELAND,76395000,(62)3470050,-,521945,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-14.978093,-49.084904
8014213,PREFEITURA MUNICIPAL DE SANTA RITA DO NOVO DESTINO,CENTRO DE SAUDE MOACIR LAMOUNIER STA RITA N DESTINO,RUA JUSCELINO KUBITSCHEK,S/N,-,CENTRO,76395000,(62)3940050,saudesantarita@outlook.com,521945,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.133610160242833,-49.116761684417725
8006997,PREFEITURA MUNICIPAL DE SANTA RITA DO NOVO DESTINO,POSTO DE SAUDE SANTA RITA DE CASSIA STA R N DESTINO,RUA JUSCELINO KUBITSCHEK,S/N,-,CENTRO,76395000,-,-,521945,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.1353713,-49.1207921
6411231,PREFEITURA MUNICIPAL DE SANTA RITA DO NOVO DESTINO,SECRETARIA MUNICIPAL DE SAUDE DE SANTA RITA,RUA JUSCELINO KUBSTICHECK,S/N,-,CENTRO,76395000,6233940055,saudesantarita@outlook.com,521945,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-15.133506592654735,-49.116783142089844
2812630,PREFEITURA MUNICIPAL DE SANTA RITA DO NOVO DESTINO,POSTO DE SAUDE DE PLACA STA RITA N DESTINO,RUA 2,S/N,QD 01 LOTE 09,POVOADO DE PLACA,76395000,(62)3476225,-,521945,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-14.83711,-49.03070
2384035,PREFEITURA MUNICIPAL DE SANTA ROSA DE GOIAS,HOSPITAL MUNICIPAL DE SANTA ROSA DE GOIAS,PRACA NOSSA SENHORA D ABABIA,403,-,CENTRO,75455000,6233356463,canutonerilene@gmail.com,521950,SIM,PUBLICA MUNICIPAL,HOSPITAL GERAL,-16.084372302313263,-49.492013454437256
2568888,PREFEITURA MUNICIPAL DE SANTA ROSA DE GOIAS,CENTRO DE SAUDEUNIDADE BASICA SANTA ROSA DE GOIAS,RUA 1,S/N,QD 01 LT 08,RESIDENCIAL BATISTA,75455000,(62)33356340,fernandanunesgomes@hotmail.com,521950,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-16.08274349683733,-49.49085474014282
2536013,PREFEITURA MUNICIPAL DE SANTA TEREZA,PSF CENTRO DE SAUDE DE SANTA TEREZA DE GOIAS,RUA TREZE,227,-,RODOVIARIO,76480000,(62)3836338,-,521960,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-13.712901690138759,-49.018136858940125
6441793,PREFEITURA MUNICIPAL DE SANTA TEREZA,SECRETARIA MUNICIPAL DE SAUDE DE SANTA TEREZA,PRACA BELARMINO CRUVINEL,S/N,-,CENTRO,76480000,62-3383-6338,-,521960,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-13.714,-49.015
2437538,PREFEITURA MUNICIPAL DE SANTA TEREZA DE GOIAS,HOSPITAL MUNICIPAL DE SANTA TEREZA DE GOIAS,PRACA BELARMINO CRUVINEL,S/N,-,CENTRO,76480000,(62)3836150,-,521960,SIM,PUBLICA MUNICIPAL,HOSPITAL GERAL,-13.7132834,-49.0149823
5155258,PREFEITURA MUNICIPAL DE SANTA TEREZINHA DE GOIAS,UNIDADE BASICA DE SAUDE PSF 01,RUA BERNARDO SAYAO,238,-,SETOR SAO PAULO,76500000,(62)33396135,sec.santaterezinha@hotmail.com,521970,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-14.433194418452198,-49.71219062805176
5155320,PREFEITURA MUNICIPAL DE SANTA TEREZINHA DE GOIAS,UNIDADE BASICA DE SAUDE PSF 03,AVENIDA CATALAO,387,-,CENTRO,76500000,(62)33396724,sec.santaterezinha@hotmail.com,521970,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-14.438,-49.706
2442337,PREFEITURA MUNICIPAL DE SANTA TEREZINHA DE GOIAS,UNIDADE BASICA DE SAUDE PSF 02,RUA PEDRO BATISTA FERREIRA,S/N,-,CENTRO,76500000,(62)33396130,sec.santaterezinha@hotmail.com,521970,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-14.4256524,-49.7054217
2535270,PREFEITURA MUNICIPAL DE SANTA TEREZINHA DE GOIAS,HOSPITAL MUNICIPAL DE SANTA TEREZINHA DE GOIAS,RUA RAIMUNDO FERNANDES DA SILVA,308,-,CENTRO,76500000,(62)33396336,secret.saude25@gmail.com,521970,SIM,PUBLICA MUNICIPAL,HOSPITAL GERAL,-14.438,-49.706
6504906,PREFEITURA MUNICIPAL DE SANTA TEREZINHA DE GOIAS,SMS DE SANTA TEREZINHA DE GOIAS,RUA RAIMUNDO FERNANDES DA SILVA,308,-,CENTRO,76500000,33396375,sec.santaterezinha@hotmail.com,521970,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-14.438,-49.706
7437153,PREFEITURA MUNICIPAL DE SANTO ANTONIO DA BARRA,SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANTONIO DA BARRA,AVENIDA BRASILIA,S/N,-,CENTRO,75935000,(64)3626-1144,saude@sab.go.gov.br,521971,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-17.5614125912649,-50.638089179992676
2383195,PREFEITURA MUNICIPAL DE SANTO ANTONIO DA BARRA,CENTRO DE SAUDE DE SANTO ANTONIO DA BARRA,AVENIDA BRASILIA,S/N,-,CENTRO,75935000,(64) 3626-1144,secsaudesab@gmail.com,521971,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-17.56098298078133,-50.6378960609436
7477333,PREFEITURA MUNICIPAL DE SANTO ANTONIO DE GOIAS,ESF SETOR SUL,RUA 13 DE AGOSTO,S/N,-,SETOR SUL,75375000,-,herica11@hotmail.com,521973,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-16.4949226,-49.3137984
7525605,PREFEITURA MUNICIPAL DE SANTO ANTONIO DE GOIAS,ESTRATEGIA SAUDE DA FAMILIA SUL SAG,RUA 13 DE AGOSTO,S/N,QD16 LT01,SETOR SUL,75375000,3535 - 1121,fulviords@gmail.com,521973,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-16.495225449926867,-49.313507080078125
2437333,PREFEITURA MUNICIPAL DE SANTO ANTONIO DE GOIAS,UNIDADE BASICA DE SAUDE JOSE QUIRINO FILHO,RUA BENEDITO MULATO,S/N,QD08 LT PRACA MUN,VILA CAMPOS II,75375000,(62)3535 - 1025,saude@santoantoniodegoias.go.gov.br,521973,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-16.490554971333584,-49.31387186050415
2769786,PREFEITURA MUNICIPAL DE SANTO ANTONIO DE GOIAS,VIGILANCIA SANITARIA E EPIDEMIOLOGICA SANTO ANTONIO DE GOIAS,RUA BENEDITA ROCHA LINS,53,QD B LT 01,CENTRO,75375000,(62) 3535 - 1021,saude@santoantoniodegoias.go.gov.br,521973,SIM,PUBLICA MUNICIPAL,UNIDADE DE VIGILANCIA EM SAUDE,-16.48489675158011,-49.309794902801514
6537685,PREFEITURA MUNICIPAL DE SANTO ANTONIO DE GOIAS,SECRETARIA MUNICIPAL DA SAUDE DE SANTO ANTONIO DE GOIAS,RUA BENEDITA ROCHA DE LINS,37,QUADRA B LOTE 02,CENTRO,75375000,(62) 3535 - 1021,saude@santoantoniodegoias.go.gov.br,521973,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-16.484732146348176,-49.3096661567688
9494774,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERT0,CER SAD,QD 70 LOTE,156,-,SETOR DE MANSOES BIT,72900272,-,-,521975,SIM,PUBLICA MUNICIPAL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-15.953654416316983,-48.2933235168457
391905,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UBS VILA SAO LUIZ II,QUADRA AREA ESPECIAL,S/N,-,VILA SAO LUIZ II,72900730,-,-,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.950931077342215,-48.25950622558594
391948,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UBS GOMES RABELO,QUADRA 83 A LOTE,01,CENTRO,GOMES RABELO,72900021,-,-,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.938716859697431,-48.260836601257324
391972,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UBS SETOR DE MANSOES,QUADRA 70 LOTE,153,B,SETOR DE MANSOES BIT,72902052,-,-,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.938964452576293,-48.260600566864014
391980,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UBS PARQUE SANTO ANTONIO,QUADRA 15 LOTE,0708,-,PARQUE SANTO ANTONIO,72901562,-,-,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.934590266734796,-48.297786712646484
392030,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UBS CIDADE ECLETICA,FAZENDA CAMPAO GROSSO,255,-,CENTRO,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.938902554385221,-48.2603645324707
2383470,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,POSTO DE SAUDE CENTRO EQUIPE 06,QUADRA 83 A LOTE 01,01,CENTRO,GOMES RABELO,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.938840656175053,-48.26010704040527
2383977,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,POSTO DE SAUDE PSF EQUIPE 14,QUADRA 15 LOTES 07 E 08,S/N,-,PARQUE SANTO ANTONIO,72901562,-,-,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.938758125198465,-48.260321617126465
5148650,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,SAE CTA,QUADRA 79 LOTE 17 18,S/N,-,P E D XII,72904058,61-3626-3562,-,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.953736941162848,-48.292293548583984
8014841,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 18,FAZ CAPAO GROSSO CIDADE ECLETICA N,255,AV SAO JOAO,CIDADE ECLETICA,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.937396359183104,-48.259549140930176
8014868,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 17,QUADRA 215 LOTE 06,06,-,PARK ESTRELA DALVA X,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.936240914103877,-48.32207679748535
8014833,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 16,AREA ESPECIAL,01,JARDIM,SERRA DOURADA,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.938799390691,-48.26025724411011
2440393,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 01,QUADRA 122,S/N,LOTE 17,BEIRA RIO II,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.93834546980623,-48.255043029785156
2440415,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 03,RUA 06 AREA 56 C,56,C,CENTRO,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.937355093402001,-48.25939893722534
2440423,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 04,QUADRA 37 38 AREA ESPECIAL,3738,-,VILA SAO LUIZ II,72900872,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.952416539551699,-48.25972080230713
2440431,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 08,QUADRA 70 LOTE,153,B,SETOR D3E MANSOES BI,72902052,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.946392096836092,-48.262553215026855
2440474,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 10,QUADRA 33 LOTE06,06,RUA 14,CENTRO,72900156,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.939707229379454,-48.25997829437256
2440458,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 09,QUADRA 70 LOTE 153,153,B,SETOR DE MANSOES BIT,72902052,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.94672220797407,-48.26336860656738
2440407,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 02,RUA 06 AREA 56 C,56,C,CENTRO,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.937437624955733,-48.2594633102417
2441012,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,EQUIPE DE SAUDE DA FAMILIA 011,QUADRA 70 LOTE 153,153,B,SETOR DE MANSOES BIT,72902052,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.945896929110155,-48.26448440551758
2441020,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 07,RUA 110 QUADRA 81,01,-,P E D XI,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.962154296917737,-48.26637268066406
2441039,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 13,QUADRA 07 LOTES 05 A 10,0510,B,VILA BETEL,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.941770483846819,-48.30619812011719
2441853,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 05,RUA 06 AREA 56 C,56,C,CENTRO,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.937375726293608,-48.25939893722534
9647694,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,CAPS I,QUADRA 114 LOTE,17,-,CENTRO,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE ATENCAO PSICOSSOCIAL,-15.938923187117696,-48.26023578643799
9698752,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UBS CENTRO,RUA 06 AREA 56 C,56,C,CENTRO,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.937437624955733,-48.259334564208984
9700552,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE PRISIONAL,QUADRA S N,6869,AREA ESPECIAL,CENTRO,72900970,61 36061986,PRESIDIOSAD@GMAIL.COM,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.939046983468009,-48.26045036315918
9902775,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE AMBULATORIAL EXTENSAO HMSAD,QUADRA 07 LOTE 05 A 10,0510,ANA BEATRIZ I,SANTO ANTONIO DO DES,72904212,-,-,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.946350832905628,-48.298773765563965
906131,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE MOVEL ODONTOLOGIA UOM,QUADRA 175 LOTE,04,-,CENTRO,72900184,61 36061716,SECSAUDESAD@GMAIL.COM,521975,SIM,PUBLICA MUNICIPAL,UNIDADE MOVEL TERRESTRE,-15.939996086282417,-48.2603645324707
6319319,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,NUCLEO DE VIGILANCIA EPIDEMIOLOGICA NVE,QUADRA 65 LOTE 02,05,-,CENTRO,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,UNIDADE DE VIGILANCIA EM SAUDE,-15.939315208631603,-48.260064125061035
6319300,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,DIRETORIA DE CONTROLE DE VETORES FUNASA,QUADRA 72 LOTE,22,LOJA 04,CENTRO,72904052,-,-,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.942162499796433,-48.25364828109741
6319327,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE VIGILANCIA SANITARIA VISA,QUADRA 33 LOTE,25,SALA 204,CENTRO,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,UNIDADE DE VIGILANCIA EM SAUDE,-15.93898508530241,-48.26019287109375
6369480,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE MOVEL SAMU,AREA ESPECIAL QUADRA 06 LOTE,18,CENTRO,CENTRO,72900970,61 36262342,sadnca@hotmail.com,521975,SIM,PUBLICA MUNICIPAL,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,-15.939005718026387,-48.260343074798584
4039165,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,CAF,QUADRA 72 LOTE,23,-,CENTRO,72900970,6136061716,secsaude@gmail.com,521975,SIM,PUBLICA MUNICIPAL,CENTRAL DE ABASTECIMENTO,-15.93227933760862,-48.31512451171875
4109813,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UBS MORADA NOBRE,QD 215 LOTE 06,06,-,PARK ESTRELA DALVA X,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.94408130365424,-48.31555366516113
6477119,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANTONIO DO DESCOBERTO,QD 175 LT 04,04,-,CENTRO,72900184,6136061716,secsaudesad@gmail.com,521975,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-15.94214186739714,-48.2534122467041
6486908,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,CENTRO DE ESPECIALIDADE ODONTOLOGICA,QUADRA 94 LOTE,01,CENTRO,S,72900970,61 3626 2342,-,521975,SIM,PUBLICA MUNICIPAL,CLINICA/CENTRO DE ESPECIALIDADE,-15.937582055093092,-48.259828090667725
3019004,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 12,QUADRA 70 LOTE 18,18,-,P E D XII,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.934590266734796,-48.298988342285156
3018997,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UNIDADE DE SAUDE PSF EQUIPE 15,FAZENDA PONTEZINHA,S/N,SANTA ROSA,RURAL,72900970,-,-,521975,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.940511901146035,-48.259592056274414
300241,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO DESCOBERTO,UBS VILA BETEL,QUADRA 07 LOTE,0510,B,VILA BETEL,72900001,-,contabilidade@santoantoniododescoberto.go.gov.br,521975,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.938758125198465,-48.260085582733154
2337371,PREFEITURA MUNICIPAL DE SAO FRANCISCO DE GOIAS,UNIDADE BASICA DE SAUDE ANTONIO RODRIGUES DA LUZ,PADRE ARNALDO JANSENS,S/N,QD 14 LT 13 E 14,OITAVO CENTENARIO,75490000,-,saude.secretaria@hotmail.com,521990,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.931,-49.261
5804213,PREFEITURA MUNICIPAL DE SAO FRANCISCO DE GOIAS,UNIDADE BASICA DE SAUDE DELFINA BORGES DA SILVEIRA,JULIZAR RIBEIRO,S/N,QD 10 LOTE 11,LUZIA RIBEIRO,75490000,-,saude.secretaria@hotmail.com,521990,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.9424545,-49.2608085
2535319,PREFEITURA MUNICIPAL DE SAO FRANCISCO DE GOIAS,UNIDADE MISTA AFONSO PEDROSO DE SOUSA,RUA LIZANDRO GOMES DE SOUZA,279,-,CENTRO,75490000,(62) 3057316,saude.secretaria@hotmail.com,521990,SIM,PUBLICA MUNICIPAL,UNIDADE MISTA,-15.930742142337554,-49.261043071746826
6394523,PREFEITURA MUNICIPAL DE SAO FRANCISCO DE GOIAS,SECRETARIA MUNICIPAL DE SAUDE DE SAO FRANCISCO DE GOIAS,RUA CORONEL TUBERTINO FERREIRA RIOS,0,-,CENTRO,75490000,6233057203,secsaudesaofranciscogo@gmail.com,521990,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-15.9351524,-49.2613111
2382261,PREFEITURA MUNICIPAL DE SAO JOAO DA PARAUNA,CENTRO DE SAUDE DE SAO JOAO DA PARAUNA,RUA 24 DE JUNHO,S/N,-,CENTRO,75985000,(62)5601195,-,522005,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-16.813948784256464,-50.40896415710449
6705812,PREFEITURA MUNICIPAL DE SAO JOAO DA PARAUNA,SECRETARIA MUNICIPAL DE SAUDE,RUA SANTA HELENA,S/N,-,CENTRO,75985000,64 35601252,secsaudesjparauna@hotmail.com,522005,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-16.814503372555293,-50.408878326416016
7044925,PREFEITURA MUNICIPAL DE SAO JOAO DALIANCA,UBS III BELARMINO GERALDO DA SILVA,ASSENTAMENTO SANTA MARIA,S/N,-,ZONA RURAL,73760000,-,-,522000,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-14.647783589650071,-47.296743392944336
7126409,PREFEITURA MUNICIPAL DE SAO JOAO DALIANCA,UNIDADE ODONTOLOGICA MOVEL DE SAO JOAO DALIANCA,AVENIDA TEOTONIO FERNANDES GRACAS,629,SECRETARIA DE SAUDE,CENTRO,73760000,62-3438 1401,smssaojoaodaalianca@gmail.com,522000,SIM,PUBLICA MUNICIPAL,UNIDADE MOVEL TERRESTRE,-14.708934796676274,-47.52535343170166
7378599,PREFEITURA MUNICIPAL DE SAO JOAO DALIANCA,UBS I ELI TELES FARIA,RUA GOIAS,S/N,PRACA B,CENTRO,73760000,62-34381401,smssaojoaodaalianca@gmail.com,522000,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-14.70868574295506,-47.5242805480957
7391528,PREFEITURA MUNICIPAL DE SAO JOAO DALIANCA,UBS IV GERALDA DE MORAIS HENKES,PRACA N 05,S/N,-,VILA UNIAO,73760000,62-34381401,smssaojoaodaalianca@gmail.com,522000,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-14.723047376408177,-47.51988172531128
7597282,PREFEITURA MUNICIPAL DE SAO JOAO DALIANCA,ACADEMIA DA SAUDE DE SAO JOAO DALIANCA,RUA GERVINO DE SOUSA VIEIRA,S/N,QUADRA 7A LOTES 13,LABEL,73760000,62-34381401,smssaojoaodaalianca@gmail.com,522000,SIM,PUBLICA MUNICIPAL,POLO ACADEMIA DA SAUDE,-14.700466810751644,-47.521491050720215
9057072,PREFEITURA MUNICIPAL DE SAO JOAO DALIANCA,CENTRO DE ATENCAO PSICOSSOCIAL FLOR DO CERRADO,RUA 05,S/N,QD 22 LT 10,LABEL,73760000,62-34381596,-,522000,SIM,PUBLICA MUNICIPAL,CENTRO DE ATENCAO PSICOSSOCIAL,-14.70868574295506,-47.525267601013184
6156355,PREFEITURA MUNICIPAL DE SAO JOAO DALIANCA,SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DALIANCA,AVENIDA TEOTONIO FERNANDES GRACAS,629,-,CENTRO,73760000,(62)34381401,smssaojoaodaalianca@gmail.com,522000,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-14.708851778800785,-47.525267601013184
2535726,PREFEITURA MUNICIPAL DE SAO JOAO DALIANCA,UBS II JOSE ANTONIO SZERVINSK,RUA 11,4,LT 04 05 QD 53,BOA ESPERANCA,73760000,62 3438-1401,smssaojoaodaalianca@gmail.com,522000,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-14.71026307838968,-47.519774436950684
6950523,PREFEITURA MUNICIPAL DE SAO LUIS DE MONTES BELOS,SAMU 192 USA 02 SAO LUIS DE M BELOS GO,RUA FLORESTA,S/N,-,VILA POPULAR,76100000,64984108520,-,522010,SIM,PUBLICA MUNICIPAL,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,-16.512980469253982,-50.37458896636963
