CÓDIGO MEC,NOME_DA_UNIDADE,DEP. ADMINISTRATIVA,CONVÊNIO,LOGRADOURO,BAIRRO,MUNICIPIO,LATITUDE,LONGITUDE,DATA_CRIACAO_UNIDADE,QUANTIDADE_DE_ALUNOS_MATRICULADOS
52073432,ESC MUL ENS FUND SELEC DOMINGUES FREITA,MUNICIPAL,NÃO POSSUI,RUA 11                                                                                              ,CENTRO                                            ,SÃO JOÃO D ALIANÇA                                ,-16.575.446.403.742.800,-49.329.506.349.855.000,8/3/2006,912
52011305,ESCOLA MUNICIPAL DONA MARTINHA PITALUGA                                             ,MUNICIPAL,NÃO POSSUI,AVENIDA CENTRAL                                                                                     ,CENTRO                                            ,SANTA TEREZINHA DE GOIÁS                          ,-14.438.860.000.000.000,-49.704.394.000.000.000,8/3/2006,0
52093964,ESC MUL BALNEARIO MEIA PONTE,MUNICIPAL,NÃO POSSUI,AVENIDA CIRCULAR                                                                                    ,,GOIÂNIA                                           ,,,,0
52041891,ESCOLA ESTADUAL DR JOÃO TEIXEIRA JÚNIOR,ESTADUAL,NÃO POSSUI,AV PADRE TRAJANO                                                                                    ,CENTRO                                            ,POSSE                                             ,-14.093.206.485.711.000,-46.365.018.863.008.000,8/3/2006,607
52102491,ESCOLA MUNICIPAL PROFESSORA MARIA HELENA DE ABREU MORAES,MUNICIPAL,NÃO POSSUI,BR 040 KM 128 A ESQUERDA                                                                            ,,CRISTALINA                                        ,,,30/8/2023,0
52030083,ESCOLA MUNICIPAL FRANCISCO ANTÔNIO DOS SANTOS,MUNICIPAL,NÃO POSSUI,"Rua, Santa Rita de Cássia                                                                           ",SAO JOSE                                          ,SÃO LUÍS DE MONTES BELOS                          ,-16.523.713.955.587.300,-50.369.787.812.232.900,8/3/2006,0
52076938,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL BEM ME QUER,MUNICIPAL,NÃO POSSUI,AV DES EMILIO FRANCISCO PÓVOA                                                                       ,VILA MEGALE                                       ,GOIÂNIA                                           ,,,8/3/2006,0
52101436,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL ABADIA JOSÉ DOS SANTOS,MUNICIPAL,NÃO POSSUI,RUA ALGODÃO                                                                                         ,PONTAKAYANA                                       ,TRINDADE                                          ,-16.643.880.975.424.500,-49.436.770.677.566.500,6/5/2016,164
52023524,ESCOLA MUNICIPALIZADA MODESTINA FONSECA,MUNICIPAL,NÃO POSSUI,RUA 9 ESQ COM RUA 04                                                                                ,VILA LEONOR                                       ,ITABERAÍ                                          ,-16.018.882.270.000.000,-49.801.530.990.000.000,8/3/2006,605
52050165,ESC MUL ELOI FELIZ,MUNICIPAL,NÃO POSSUI,FAZ SOARES                                                                                          ,,PIRENÓPOLIS                                       ,,,8/3/2006,0
52085350,ESCOLA MUNICIPAL JULIO CESAR DE LACERDA,MUNICIPAL,NÃO POSSUI,RUA SIMPLICIO FRANCISCO DOS SANTOS                                                                  ,CENTRO                                            ,FORMOSA                                           ,-15.561.627.000.000.000,-47.338.211.000.000.000,8/3/2006,0
52069435,ESC MUL PROF MARIA JOSE GONÇALVES                                     ,MUNICIPAL,NÃO POSSUI,R GOIANIA QD 31 LT 10                                                                               ,SETOR BELA VISTA                                  ,PORANGATU                                         ,,,8/3/2006,0
52019160,CENTRO DE ENSINO EM PERIODO INTEGRAL RAIMUNDO SANTANA AMARAL,ESTADUAL,NÃO POSSUI,AV CARAIBA ESQ COM JATAI                                                                            ,CENTRO                                            ,RUBIATABA                                         ,-15.165.371.948.964.400,-49.807.296.395.301.700,8/3/2006,271
52039269,ESC MUL GOTINHAS DO SABER,MUNICIPAL,NÃO POSSUI,RUA JOSE BONIFACIO QUADRA B                                                                         ,SETOR SAO PAULO                                   ,NERÓPOLIS                                         ,-16.412.165.000.000.000,-49.223.196.000.000.000,8/3/2006,323
52069389,ESCOLA AGRIC MUL DE PIRACANJUBA WILSON C NOGUEIRA,MUNICIPAL,NÃO POSSUI,AV JUSCELINO KUBITSCHEK                                                                             ,,PIRACANJUBA                                       ,,,8/3/2006,0
52048535,COLÉGIO ESTADUAL DA POLÍCIA MILITAR DE GOIÁS CÉU AZUL,ESTADUAL,NÃO POSSUI,AREA ESPECIAL                                                                                       ,JARDIM CEU AZUL                                   ,VALPARAÍSO DE GOIÁS                               ,-16.055.082.693.315.800,-48.014.786.839.485.100,8/3/2006,936
52069931, CENTRO DE ENSINO EM PERÍODO INTEGRAL GRACINDA DE LOURDES,ESTADUAL,NÃO POSSUI,RUA 27                                                                                              ,CENTRO                                            ,GOIÂNIA                                           ,-16.671.633.170.235.300,-49.253.736.734.390.200,8/3/2006,308
52086100,CENTRO DE ENSINO EM PERÍODO INTEGRAL ROCHA LEAL,ESTADUAL,NÃO POSSUI,RUA ACRE ESQ COM A RUA MINAS GERAIS                                                                 ,JARDIM GUAIRA I                                   ,ÁGUAS LINDAS DE GOIÁS                             ,-15.768.277.000.000.000,-48.249.672.000.000.000,8/3/2006,936
52073572,CENTRO DE ENSINO EM PERÍODO INTEGRAL DIVINA OLÍMPIO MIRANDA,ESTADUAL,NÃO POSSUI,SQ 2 QD 1                                                                                           ,PQ NOVA FRIBURGO                                  ,CIDADE OCIDENTAL                                  ,-16.101.535.801.291.100,-47.924.669.981.002.800,8/3/2006,822
52065472,ESCOLA MUNICIPAL ASCENDINO CELESTINO DA SILVA,MUNICIPAL,NÃO POSSUI,AV.BARÃO DO RIO BRANCO                                                                              ,VILA NOVA                                         ,CORUMBAÍBA                                        ,-18.146.008.000.000.000,28.569.536.000.000.000,8/3/2006,0
52070638,ESCOLA MUNICIPAL IPANEMA,MUNICIPAL,NÃO POSSUI,AREA ESPECIAL                                                                                       ,IPANEMA                                           ,VALPARAÍSO DE GOIÁS                               ,,,8/3/2006,0
52099407,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DONA TATA,MUNICIPAL,NÃO POSSUI,RUA EQUADOR                                                                                         ,,RIO VERDE                                         ,,,30/8/2023,0
52068218,ESC MUL MARCIO RIBEIRO                                                ,MUNICIPAL,NÃO POSSUI,AV PERIMENTAL                                                                                       ,CAPELINHA                                         ,QUIRINÓPOLIS                                      ,,,8/3/2006,0
52046613,ESCOLA MUNICIPAL FAZENDA EXTREMA,MUNICIPAL,NÃO POSSUI,FAZENDA EXTREMA                                                                                     ,,FORMOSA                                           ,,,8/3/2006,0
52085694,CENTRO DE EDUCACAO INFANTIL SINHAZINHA,MUNICIPAL,NÃO POSSUI,RUA HENRIQUE SANTILLO                                                                               ,,SENADOR CANEDO                                    ,,,8/3/2006,0
52077187,NUCLEO INF CRIANCA FELIZ                                              ,MUNICIPAL,NÃO POSSUI,RUA PLANALTO                                                                                        ,MATO GROSSO                                       ,IPORÁ                                             ,-16.426.844.164.894.000,-51.117.534.041.404.700,8/3/2006,0
52053695,ESCOLA MUNICIPAL SANTO ANTÔNIO,MUNICIPAL,NÃO POSSUI,AV RIO BRANCO                                                                                       ,POPULAR                                           ,MINEIROS                                          ,-17.579.256.356.759.900,-52.546.768.123.606.000,8/3/2006,0
52082245,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL MANOEL RODRIGUES VIANA,MUNICIPAL,NÃO POSSUI,RUA JOSEFINA LUDOVICO DE ALMEIDA                                                                    ,PQ DAS AMERICAS                                   ,NERÓPOLIS                                         ,-16.242.973.500.000.000,-49.131.260.900.000.000,8/3/2006,287
52047059,COLÉGIO ESTADUAL ARTHUR RIBEIRO DE MAGALHÃES FILHO,ESTADUAL,NÃO POSSUI,RUA DA IGREJA                                                                                       ,CENTRO                                            ,FORMOSA                                           ,-15.214.844.343.531.000,-47.154.621.537.470.000,8/3/2006,159
52024911,ESCOLA MUNICIPAL DE ALVELANDIA,MUNICIPAL,NÃO POSSUI,POVOADO DE ALVELÂNDIA                                                                               ,CENTRO                                            ,JARAGUÁ                                           ,-15.892.055.000.000.000,-49.499.551.000.000.000,8/3/2006,0
52014428,ESCOLA MUNICIPAL DONA JOANA PEREIRA DAS VIRGENS,MUNICIPAL,NÃO POSSUI,COMINIDADE QUILOMBO KALUNGA VÃO ALMAS                                                               ,VÃO DAS ALMAS                                     ,CAVALCANTE                                        ,-13.461.933.000.000.000,-47.300.394.000.000.000,8/3/2006,50
52094090,CMEB PROFESSORA ANA REIS MEIRELES CENTRO DE REFERÊNCIA ENSINO DE JOVENS ADULTOS DONA TIZINHA,MUNICIPAL,NÃO POSSUI,RUA GONÇALVES DIAS                                                                                  ,PARQUE ESTRELA DALVA                              ,LUZIÂNIA                                          ,-16.243.800.000.000.000,-47.902.727.000.000.000,29/12/2022,0
52043142,ESCOLA MUNICIPAL PROFESSOR PLACIDINO SANTANA DE OLIVEIRA,MUNICIPAL,NÃO POSSUI,POVOADO CAPÃO                                                                                       ,CENTRO                                            ,SÍTIO D ABADIA                                    ,-14.657.412.700.000.000,-46.399.577.600.000.000,8/3/2006,0
52073521,ESC MUL VALDETE DOS SANTOS ABADIA                                     ,MUNICIPAL,NÃO POSSUI,RUA GUAPORÉS                                                                                        ,CENTRO                                            ,CRISTALINA                                        ,-16.768.100.300.000.000,-47.613.588.000.000.000,8/3/2006,0
